id,codigomex2,nombre_del_alimento,energ_kcal,carbohydrt,lipid_tot,protein
920,12072,"TOSTADA HORNEADA (SIN GRASA, SIN OTROS INGREDIENTES), INDUSTRIALIZADA",365.51,76.96,2.14,8.37
921,12073,"TOSTADA O TORTILLA FRITA, DE MAIZ INDUSTRIALIZADA (TIPO MILPA REAL)",455.51,66.37,17.45,8.28
922,12074,TRIGO ENTERO,339,71.13,2.47,13.68
923,12095,"TORTILLA, DE HARINA DE MAIZ MASECA (FORTIFICADA), PREPARACION ESTANDARIZADA",1.403.551,289.531,1.8646,352.202
924,13000,ALEGRIA CON DULCE,358.93,56.57,9,11.13
925,13001,ARROZ INFLADO,383,87.78,0.9,07.01
926,13002,ARROZ INFLADO CON COCOA,399.58,86.66,3.66,5
927,13003,BARRA DE ARROZ INFLADO RICE KRISPIES KELLOGS,417,80.5,9,3.4
928,13004,BARRA DE AVENA PASAS Y COCO,464,66.7,17.6,9.8
929,13005,BARRA DE AVENA QUAKER TODOS LOS SABORES,389,75.47,6.67,6.67
930,13006,BARRA DE GRANOLA BAJA EN GRASAS CON ALMENDRAS,390,78,7.4,8
931,13007,BARRA DE GRANOLA DURA CON ALMENDRAS,495,62,25.5,7.7
932,13008,BARRA DE GRANOLA DURA CON CACAHUATE,483,62.3,23.8,9.8
933,13009,BARRA DE GRANOLA DURA CON CHISPAS DE CHOCOLATE,438,72.1,16.3,7.3
934,13010,BARRA DE GRANOLA DURA SENCILLA,471,64.4,19.8,10.1
935,13011,BARRA DE GRANOLA NATURE VALLEY CHEWY TRAIL MIX,415,72.27,11.43,5.71
936,13012,BARRA DE GRANOLA NATURE VALLEY NUECES Y CACAHUATES,487,61.14,22.86,9.14
937,13013,BARRA DE GRANOLA QUAKER CHEWY,408,79.17,8.33,4.17
938,13014,BARRA DE GRANOLA RELLENA DE FRUTAS,342,77.6,0.9,5.9
939,13015,BARRA DE GRANOLA SUAVE CON ALMENDRAS,455,60.13,20,8.6
940,13016,BARRA DE GRANOLA SUAVE CON CHISPAS DE CHOCOLATE,418,70.2,16.57,5.65
941,13017,BARRA DE GRANOLA SUAVE CON CHOCOLATE Y MALVAVISCOS,427,70.8,15.5,6.1
942,13018,BARRA DE GRANOLA SUAVE CON PASAS,448,66.4,17.8,7.6
943,13019,BARRA DE GRANOLA SUAVE SENCILLA,443,67.3,17.2,7.4
944,13020,BARRA DE GRANOLA VARIOS SABORES,451,66.27,17.5,7.17
945,13021,BARRA NUTRI GRAIN FRUTOS ROJOS,403,66.72,10.93,9.38
946,13022,"BARRAS DE CEREAL RELLENAS (TIPO NUTRI-GRAIN, BRAN FRUIT)",379.31,63.71,10.55,07.02
947,13023,"BARRAS DE CEREAL, NO RELLENAS (TIPO MULTIGRANO Y ALL-BRAN, SPECIAL K)",412.93,60.08,16.82,6.61
948,13024,CEREAL ADICIONADO CHOCOLATE  (PROMEDIO),381.71,82.47,3.93,5.37
949,13025,CEREAL ALTO EN FIBRA PROMEDIO,307.1,76.24,2.62,10.22
950,13026,"CEREAL BASICO PROMEDIO (CORN FLAKES, ARROZ INFLADO, AVENA)",342.36,74.16,1.78,7.33
951,13027,CEREAL CHEERIOS,372,73.2,6.6,12.4
952,13028,CEREAL CHEERIOS MULTIGRANO,379,82.76,3.45,6.9
953,13029,CEREAL CON GERMEN DE TRIGO,382,49.6,10.7,29.1
954,13030,CEREAL COOKIE CRISP,375,84.38,4.69,6.25
955,13031,CEREAL DE CAJA (PROMEDIO),375.15,64.48,8.79,10.29
956,13032,CEREAL MULTIINGREDIENTE (PROMEDIO),384.69,79.3,4.55,6.47
957,13033,CEREAL QUAKER CRUNCHY BRAN,331,83.68,04.06,6.37
958,13034,CEREAL SABORIZADOS (PROMEDIO),384.5,84.3,3.91,4.48
959,13035,"CEREAL, ALL BRAN (KELLOGG'S)",259,74.24,4.9,13.14
960,13036,"CEREAL, ALL BRAN EXTRA FIBRA (KELLOGG'S)",192,77,3.5,11.3
961,13037,"CEREAL, ALL BRAN FLAKES COSECHA FRUTAL (KELLOGG'S)",300,65,1.25,10
962,13038,"CEREAL, ALL BRAN FLAKES SABOR CHOCOLATE (KELLOGG'S)",380,65,6,13
963,13039,"CEREAL, ALL BRAN FLAKES YOGUFIBRAS CON LACTOBACILOS (KELLOGG'S)",350,65,5,10
964,13040,"CEREAL, APLEE OH'S  (QUAKER)",429.14,91.48,2.96,3.7
965,13041,"CEREAL, APPLE JACKS",375,88.2,3.4,5.1
966,13042,"CEREAL, AVENA EN HOJUELAS PRECOCIDAS",372.23,69.06,9.12,10.59
967,13043,"CEREAL, AZUCARADAS (MAIZORO)",366.67,84.33,1,5.33
968,13044,"CEREAL, BASIC 4",381.81,80,3.63,7.27
969,13045,"CEREAL, BRAN FLAKES (KELLOGG'S)",322.5,65,2.5,10
970,13046,"CEREAL, BRAN FLAKES (TODAS MARCAS EXCEPTO KELLOGG'S)",443.33,76.66,9.99,11.6
971,13047,"CEREAL, CAPITAN CRUNCH (QUAKER)",398,85.51,5.12,4.39
972,13048,"CEREAL, CHEERIOS DE ALMENDRA (NESTLE)",376,79.69,5,8.85
973,13049,"CEREAL, CHEERIOS FROSTED",376,79.8,4.69,9
974,13050,"CEREAL, CHEERIOS MANZANA CON CANELA (NESTLE)",380,78.9,4.5,5.9
975,13051,"CEREAL, CHOCAPIC (NESTLE)",383,84.5,4.69,5.4
976,13052,"CEREAL, CHOCO FLAKES (MAIZORO)",387,85.1,3.5,5.1
977,13053,"CEREAL, CHOCO KRISPIS  (KELLOGG'S)",376.66,83.33,1.66,1.66
978,13054,"CEREAL, CHOCO KRISPIS (KELLOGG'S)",366.67,83.33,1.67,6.67
979,13055,"CEREAL, CHOCO KRISPIS MAX (KELLOGG'S)",376.66,83.32,1.66,6.66
980,13056,"CEREAL, CHOCORROZ (MAIZORO)",389,87.9,2.7,4.6
981,13057,"CEREAL, CHOCOZUCARITAS  (KELLOGG'S)",371.43,85.71,2.86,2.86
982,13058,"CEREAL, CHOCOZUCARITAS CON MALVAVISCOS (KELLOGG'S)",400,86.66,3.33,3.33
983,13059,"CEREAL, CINI MINIS (NESTLE)",410,75,10,5
984,13060,"CEREAL, COCOA PEBBLES",390.67,84,4,4.67
985,13061,"CEREAL, CORN FLAKES  (KELLOGG'S)",360,83.33,0,6.66
986,13062,"CEREAL, CORN FLAKES (BAJO EN SODIO)",399,88.8,0.3,7.7
987,13063,"CEREAL, CORN FLAKES (MAIZORO)",503.33,99.66,2,2.13
988,13064,"CEREAL, CORN FLAKES (NESTLE)",360,83.33,0,6.67
989,13065,"CEREAL, CORN FLAKES SIN ENRIQUECER (OTRO CEREAL DE CAJA)",366.66,83.33,0.66,6.66
990,13066,"CEREAL, CORN POPS (KELLOGG'S)",373.33,90,0,3.33
991,13067,"CEREAL, CRIPIX (KELLOGG'S)",378,87.19,0.8,6.59
992,13068,"CEREAL, CRUNCHIS (MAIZORO)",356.66,76.66,3.66,4.33
993,13069,"CEREAL, CRUSLI (KELLOGG'S)",450,65,17.5,7.5
994,13070,"CEREAL, CUADRITOS AVENA (QUAKER)",368,69.6,4.9,11.4
995,13071,"CEREAL, EXTRA (KELLOG'S, TODOS SABORES)",387.77,81.11,4.99,6.66
996,13072,"CEREAL, EXTRA AVENA SABOR FRESA (KELLOGG'S)",400,80,5,6.66
997,13073,"CEREAL, EXTRA SABOR CHOCOLATE (KELLOGG'S)",410,76.67,8.33,6.67
998,13074,"CEREAL, FIBRA MAX (NESTLE)",207,84.3,2.29,6.59
999,13075,"CEREAL, FIBRA UNO (MAIZORO)",345,69.2,1.3,14.1
1000,13076,"CEREAL, FITNESS (NESTLE, TODOS SABORES)",352.22,72.29,3.5,8.26
1001,13077,"CEREAL, FROOT LOOPS (KELLOGG'S)",390,83.33,3.33,6.6
1002,13078,"CEREAL, FROOT LOOPS POPS (FRUTIBOLITAS) (KELLOGG'S)",400,83.33,3.33,6.67
1003,13079,"CEREAL, FROSTED MINI WHEATS",350,83.4,1.6,9.2
1004,13080,"CEREAL, FRUIT PEBBLES POST",389.89,85.19,3.7,3.7
1005,13081,CEREAL GOLD NESTLE,373.3,84,1.9,5.3
1006,13082,"CEREAL, GOLDEN GRAHAMS (NESTLE)",374,85.1,3.2,5.3
1007,13083,"CEREAL, HONEY SMACKS (KELLOGG'S)",380,88.5,2.2,5.7
1008,13084,"CEREAL, LUCKY CHARMS (NESTLE)",396.66,81.9,04.09,7.9
1009,13085,"CEREAL, NESQUIK (NESTLE)",380,78.66,5,5
1010,13086,"CEREAL, NUT & HONEY CRUNCH (KELLOGG'S)",387.09,83.87,3.22,6.45
1011,13087,"CEREAL, NUTRI FLAKES (QUAKER)",368.96,83.33,1,6.66
1012,13088,"CEREAL, NUTRIDIA (ARROZ, TRIGO, SEMILLAS), (KELLOGGS)",363.17,73.3,3.33,10
1013,13089,"CEREAL, RAISIN BRAN (KELLOGG'S)",358.49,84.91,1.89,7.55
1014,13090,"CEREAL, RAISIN BRAN (TODAS MARCAS EXCEPTO KELLOGG'S)",342.33,77.62,1.74,7.32
1015,13091,"CEREAL, RICE KRISPIES (KELLOGG'S)",383.33,86.66,1.66,7
1016,13092,"CEREAL, SPECIAL K (KELLOGG'S)",346.66,80,0,6.66
1017,13093,"CEREAL, SPECIAL K COSECHA ROJA (KELLOGG'S)",363.33,83.33,0,6.67
1018,13094,"CEREAL, SPECIAL K GRANOLA BAJA EN GRASA (KELLOGG'S)",375,74.8,5.4,13.1
1019,13095,"CEREAL, SPECIAL K SABOR CHOCOLATE (KELLOGG'S)",400,80,5,6.66
1020,13096,"CEREAL, SPECIAL K SABOR FRUTA Y YOGURT (KELLOGG'S)",387.1,83.87,3.23,6.45
1021,13097,"CEREAL, SPEEDY LOOPS (KELLOGG'S)",376,79.69,5,8.85
1022,13098,"CEREAL, TRIGO INFLADO AZUCARADO",380,88.5,2.2,5.7
1023,13099,"CEREAL, TRIX (NESTLE)",384,86.19,3.79,4.9
1024,13100,"CEREAL, ZUCARITAS  (KELLOGG'S)",373.32,90,0,3.33
1025,13101,"CEREAL, ZUCARITAS CON FRESA (KELLOGG'S)",353.33,83.33,0.33,3.99
1026,13102,"CEREAL, ZUCARITAS SABOR CHOCOLATE",366.67,86.67,3.33,3.33
1027,13103,"CEREAL, ZUCOSOS (NESTLE)",369,89.2,1.68,3.96
1028,13104,CEREALES AZUCARADOS (PROMEDIO),379.34,83.75,03.06,5.86
1029,13105,CRUSLI DE KELLOGG'S,448.75,65,17.5,7.5
1030,13106,GRANOLA,415.29,61.52,15.54,9.89
1031,13107,"HOJUELAS DE MAIZ CUBIERTAS DE CHOCOLATE (TIPO KRANKYS), INDUSTRIALIZADAS",469.08,65.26,20.48,6.58
1032,13108,HOJUELAS DE TRIGO,327,81.6,2.5,10.2
1033,13109,KRAVE CHOCOTELLA,450,68,16,6.9
1034,14000,BUÑUELOS INDUSTRIALIZADOS (BIMBUÑUELOS),418.18,55.75,23.7,03.03
1035,14001,"BUNUELOS, PREPARACION ESTANDARIZADA",433.43,34.42,31.87,3.7
1036,14002,CHEESECAKE,321,25.5,22.5,5.5
1037,14003,"CHURRO RELLENO (CAJETA, CHOCOLATE, MERMELADA), PREPARACION ESTANDARIZADA",542.41,32.54,45.65,2.51
1038,14004,CHURROS INDUSTRIALIZADOS,411.8,34.22,30.34,2.12
1039,14005,"CHURROS, PREPARACION ESTANDARIZADA",390.54,23.45,30.89,05.02
1040,14006,DONA GLASEADA,426,50.8,22.9,5.2
1041,14007,DONA GLASEADA O CUBIERTA DE CHOCOLATE,452,51.33,25.25,4.93
1042,14008,DONA RELLENA DE CREMA,361,30,24.5,6.4
1043,14009,DONA RELLENA DE MERMELADA,340,39,18.7,5.9
1044,14010,DONA SENCILLA,434,47.06,24.93,5.31
1045,14011,"DONAS, INDUSTRIALIZADAS",397.93,54.29,17.34,5.71
1046,14012,"DONAS, PREPARACION ESTANDARIZADA",463.56,32.45,35.3,05.04
1047,14013,GALLETA CUBIERTA DE CHOCOLATE,507,67.87,24.2,4.5
1048,14014,"GALLETA DULCE (TIPO MARIA, ANIMALITO)",413.81,76.92,10.1,7.23
1049,14015,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO MAMUT),444.48,64.85,18.51,4.79
1050,14016,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO TIN LARIN),469.84,56.59,26.27,2.51
1051,14017,GALLETA DULCE GRASOSA (CON MANTEQUILLA),503.37,62.42,30,6.36
1052,14018,GALLETA DULCE PARA HELADO (BARQUILLO Y CANASTA),409.72,80.13,2.73,4.76
1053,14019,"GALLETA DULCE,  CON BOMBON (TIPO ARCOIRIRS)",398.83,71.66,5.33,6.66
1054,14020,"GALLETA DULCE, BARRITAS (MARINELA)",447.76,65.67,18.4,4.47
1055,14021,"GALLETA DULCE, CANELITAS (MARINELA)",490,74,18,6
1056,14022,"GALLETA DULCE, PLATIVOLOS O EMPERADOR (GAMESA)",466.19,68.1,19.05,6.67
1057,14023,"GALLETA DULCE, POLVORONES (MARINELA)",503.59,64.74,21.58,7.19
1058,14024,"GALLETA DULCE, SUAVICREMAS",498.79,64.14,24.94,2.38
1059,14025,"GALLETA DULCE, TRIKI TRAKES (MARINELA)",493.91,69.78,23.26,0
1060,14026,GALLETA INTEGRAL,413.34,55.53,17.38,8.38
1061,14027,"GALLETA SALADA GRASOSA (RITZ, CRACKETS, CANAPINAS )",444.19,65.06,20.03,7.6
1062,14028,GALLETA SALADA RELLENA (CON QUESO O CREMA),464.83,63.01,18.37,9.83
1063,14029,"GALLETA SALADA, NO GRASOSA (SALADITAS, KRAKER BRAN, PREMIUM, HABANERAS)",458.97,64.18,10.7,8.89
1064,14030,GALLETA SUAVE DE CHISPAS DE CHOCOLATE CASERA,444,65.75,19.77,3.63
1065,14031,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA,462,65.38,19.23,3.85
1066,14032,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA,44,65.75,19.77,3.63
1067,14033,GALLETAS DE AVENA CASERAS,447,66.4,17.9,6.8
1068,14034,GALLETAS DE AVENA CON NUECES Y PASAS,462,67.3,19.2,6.5
1069,14035,GALLETAS DE AVENA INDUSTRIALIZADAS,450,68.7,18.1,6.2
1070,14036,GALLETAS DE HIGO,348,70.9,7.3,3.7
1071,14037,GALLETAS DE MIEL,429,82.14,8.93,10.71
1072,14038,GALLETAS DE PASAS,401,68,13.6,4.1
1073,14039,GALLETAS DEDOS DE DAMA,363,59.7,9.1,10.6
1074,14040,GALLETAS MACARRONES,460,61.22,22.55,03.02
1075,14041,"HOT CAKE, INDUSTRIALIZADO",254.28,42.85,6.66,5.71
1076,14042,"HOT CAKE, PREPARACION ESTANDARIZADA",201.55,34.78,5.18,4.72
1077,14043,"HOT CAKES SOLOS, PREPARACION ESTANDARIZADA",189.48,23.46,7.96,6.23
1078,14044,"PAN BLANCO (BOLILLO, TELERA)",293,62.1,1.3,8.1
1079,14045,PAN BLANCO Y DE CAJA (PROMEDIO),260.71,50.38,1.66,11.06
1080,14046,"PAN DE CAJA BLANCO (BIMBO, WONDER, ETC.)",267.92,50.81,3.6,8.89
1081,14047,PAN DE CAJA INTEGRAL,252.97,47.66,3.72,9.6
1082,14048,"PAN DE CAJA LIGHT (BIMBO, WONDER, ETC.)",205.75,42.69,1.92,11.37
1083,14049,PAN DE CENTENO CON TRIGO (1/3 H. CENT. Y 2/3 H. TRIGO),250,47.5,3.1,8.7
1084,14050,"PAN DULCE DE PANADERIA (EXCEPTO FRITOS COMO DONA, CHURRO)",410,50.8,21.6,3.1
1085,14051,PAN DULCE INDUSTRIALIZADO (EXCEPTO FRITOS COMO DONAS Y CHURROS),381.76,51.58,16.5,6.33
1086,14052,PAN INTEGRAL DE TRIGO,252.97,47.66,3.5,9.6
1087,14053,PAN MOLIDO,321.56,74.84,01.07,10.31
1088,14054,PAN NEGRO DE CENTENO (SOLO CENTENO),242,51.5,0,9
1089,14055,PAN PARA HAMBURGUESA,283.75,53.75,4,8.75
1090,14056,"PAN PARA HOT DOG, MEDIAS NOCHES (BIMBO)",272.96,53.33,04.05,8.71
1091,14057,"PAN RELLENO DE QUESO CREMA, INDUSTRIALIZADO",386.86,40.35,22.77,5.78
1092,14058,PAN TOSTADO,387,73.8,6.5,8.4
1093,14059,"PAN TOSTADO INTEGRAL, INDUSTRIALIZADO (DE LINAZA, DOBLE FIBRA)",328.23,63.91,4.52,10.5
1094,14060,PANQUE DE MANTEQUILLA,344,50.2,13.8,4.8
1095,14061,PANQUE ENRIQUECIDO,386.1,57.11,14.79,06.03
1096,14062,PASTEL CON BETUN,391,56.2,17.91,2.99
1097,14063,PASTEL DE ANGEL,258,57.8,0.8,5.9
1098,14064,PASTEL DE CHOCOLATE CON BETUN DE CHOCOLATE,389,52.84,20.05,3.48
1099,14065,PASTEL DE CHOCOLATE SIN BETUN,371,53.4,15.1,5.3
1100,14066,PASTEL DE FRUTAS (FRUITCAKE),324,61.6,9.1,2.9
1101,14067,PASTEL DE VAINILLA SIN BETUN,361,53,14.6,5.3
1102,14068,"PASTEL PROMEDIO, REBANADA (TODOS SABORES: CHOCOLATE, TRES LECHES)",290,61,2.7,5.4
1103,14069,PASTELILLO INDUSTRIALIZADO Y DONA PROMEDIO,424.02,59.51,17.98,06.02
1104,14070,"PASTELILLO, CHOCORROLES MARINELA",350,57.5,12.5,5
1105,14071,"PASTELILLO, GANSITO MARINELA",400,58,23.4,4
1106,14072,"PASTELILLO, PINGUINOS MARINELA",400,60,15,5
1107,14073,"PASTELILLO, SUBMARINOS MARINELA",394.73,57.89,14.6,2.63
1108,14074,"PAY DE NUEZ (REBANADA), INDUSTRIALIZADO",407,59.61,16.69,4.5
1109,14075,"PAY DE PIÑA (REBANADA), INDUSTRIALIZADO",316,42.6,16.1,3
1110,14076,"PAY DE QUESO, REBANADA, INDUSTRIALIZADO",310.96,33.22,20.39,05.05
1111,14077,POLVORONES,549,69.01,28.17,4.23
1112,15000,CAMOTE (PROMEDIO),118,27.88,0.17,1.53
1113,15001,CAMOTE AMARILLO,86,20.12,0.05,1.57
1114,15002,CHINCHAYOTE O CUEZA,80,17.45,0.2,2
1115,15003,CURCUMA (YUQUILLA),58,10.3,0.02,4.13
1116,15004,HOJUELAS DE PAPA PARA PURE,375.63,84.14,0.2,9.24
1117,15005,MALANGA,119,25.4,0.2,3.88
1118,15006,ÑAME,79,17.47,0.05,2.18
1119,15007,PAPA (PROMEDIO),58,12.44,0.1,2.57
1120,15008,PAPA AMARILLA,87,19.8,0.1,1.7
1121,15009,PAPA DE AGUA,91,19,0.2,3.4
1122,15010,PAPA ROJA,70,15.9,0.14,1.89
1123,15011,PAPA VOLADORA,115,17.38,0.2,4.1
1124,15012,RAIZ DE CHAYOTE,80,17.45,0.2,2
1125,15013,SAGU,358,88.69,0.02,0.19
1126,15014,YUCA,160,38.06,0.28,1.36
1127,16000,ACEROLA,34.9,5,0.5,2.6
1128,16001,ANONA,101,25.2,0.6,1.7
1129,16002,ARANDANOS FRESCOS,47,10.9,0.2,0.42
1130,16003,BREVA,42,9.8,0.2,1.6
1131,16004,CAIMITO BLANCO,57,9.9,1.6,0.8
1132,16005,CAIMITO MORADO,58,11.5,0.9,2.9
1133,16006,CALABAZA MELON,66,11.5,0.9,2.9
1134,16007,CAÑA DE AZUCAR,75,17.2,0.5,0.5
1135,16008,CAPULIN,73,16.8,0,1.5
1136,16009,CARAMBOLO,31,6.73,0.33,01.04
1137,16010,CEREZA (ROJA),50,12.18,0.3,1
1138,16011,CHABACANO,48,11.12,0.39,1.4
1139,16012,CHICOZAPOTE,85,18,1.1,0.7
1140,16013,CHIRIMOYA,82.98,17.7,0.62,1.65
1141,16014,CIRICOTE,72.5,16.7,0.1,1.2
1142,16015,CIRUELA AMARILLA (CIRUELA JOBO O JUNDURA),79,19.14,0.4,2.12
1143,16016,"CIRUELA PASA EN PURE, INDUSTRIALIZADA",138,32.9,0.2,1.1
1144,16017,CIRUELA PASA ENTERA,339,89.07,0.73,3.7
1145,16018,CIRUELA ROJA,46,11.42,0.28,0.7
1146,16019,COCO (PULPA O COPRA),354,15.23,33.49,3.33
1147,16020,"COCO RALLADO, SECO",660,23.65,64.53,6.88
1148,16021,COCOYOL,192.9,22.3,8.9,5.9
1149,16022,COCTEL DE FRUTAS,53,13.53,0.26,0.7
1150,16023,"COCTEL DE FRUTAS EN ALMIBAR, INDUSTRIALIZADO",79.68,19.3,0.1,0.41
1151,16024,"COCTEL DE FRUTAS, INDUSTRIALIZADO",79,19.1,0.1,0.3
1152,16025,DATIL SECO SIN SEMILLA,282,75.03,0.39,2.45
1153,16026,DURAZNO AMARILLO,39,9.54,0.25,0.91
1154,16027,DURAZNO BLANCO,63,14,0.2,1.2
1155,16028,"DURAZNO EN ALMIBAR (SIN SEMILLA), INDUSTRIALIZADO",74.25,17.72,0.06,0.63
1156,16029,FRAMBUESA,35.6,8,0,0.9
1157,16030,FRESA,32,7.68,0.3,0.67
1158,16031,"FRESAS EN ALMIBAR, INDUSTRIALIZADAS",99,23.5,0.3,0.6
1159,16032,FRUTAS SECAS O DESHIDRATADAS,342.58,80.54,0.2,3.16
1160,16033,FRUTO DEL PAN,103,27.12,0.23,01.07
1161,16034,GARAMBULLO,82.6,16.3,1,2.1
1162,16035,GRANADA CHINA,104.3,22.3,0.7,2.2
1163,16036,GRANADA ROJA,83,18.7,1.17,1.67
1164,16037,GUANABANA CIMARRONA,66,16.84,0.3,1
1165,16038,GUAYA (PROMEDIO),55,11.8,0.1,1.8
1166,16039,GUAYABA AMARILLA (BLANCA),65,12.9,1,1.1
1167,16040,GUAYABA PROMEDIO,66.5,13.61,0.98,1.83
1168,16041,GUAYABA ROSA (MANZANA),68,14.32,0.95,2.55
1169,16042,HARINA DE COCO,333,53.33,20,13.33
1170,16043,HIGO,76.5,17.5,0.3,0.95
1171,16044,"HIGO EN ALMIBAR, INDUSTRIALIZADO",96,22.9,0.2,0.6
1172,16045,JICAMA,38,8.82,0.09,0.72
1173,16046,JINICUIL CRUDO (SEMILLAS),164,27,0.9,11.9
1174,16047,JIOTILLA,57.2,10.7,0.8,1.8
1175,16048,KIWI,61,14.66,0.52,1.14
1176,16049,LIMA,30,10.54,0.2,0.7
1177,16050,LIMON AGRIO,30,10.54,0.2,0.7
1178,16051,LIMON REAL,35.7,7.9,0.1,0.8
1179,16052,LITCHI,66,16.53,0.44,0.83
1180,16053,MAMEY,51,12.5,0.5,0.5
1181,16054,MANDARINA COMUN,53,13.34,0.31,0.81
1182,16055,MANDARINA REYNA O CHINA,53,13.34,0.31,0.81
1183,16056,MANGO (PROMEDIO),60,14.98,0.38,0.82
1184,16057,MANGO CRIOLLO,44.06,9,0.54,0.8
1185,16058,"MANGO EN ALMIBAR, INDUSTRIALIZADO",147.4,37.2,0.2,0.2
1186,16059,MANGO MANILA,48,11.1,0,0.8
1187,16060,MANGO PETACON,60,14.98,0.38,0.82
1188,16061,"MANZANA (TIPO GOLDEN DELICIOUS, RED DELICIOUS, GALA)",59,14.06,0.2,0.27
1189,16062,MANZANA CRIOLLA (ROJA O AMARILLA),52,13.81,0.17,0.26
1190,16063,"MANZANA EN ALMIBAR, INDUSTRIALIZADA",182,45,0.1,0.2
1191,16064,MANZANA RED DELICIOUS,52,13.81,0.17,0.26
1192,16065,MARACUYA,97,23.38,0.7,2.2
1193,16066,MARAÑON FRESCO,46,11.6,0.2,0.8
1194,16067,MELOCOTON (PRISCO),39,9.54,0.25,0.91
1195,16068,MELON CHINO (CANTALUPO),28.5,6.3,0.1,0.6
1196,16069,MELON PROMEDIO,32.25,7.7,0.12,0.57
1197,16070,MELON VALENCIANO,36,09.09,0.14,0.54
1198,16071,MEMBRILLO,27.7,6.3,0.1,0.4
1199,16072,NANCHE,46,6.4,1.3,2.1
1200,16073,NANCHE AGRIO,62,11.4,1.3,1.1
1201,16074,NARANJA AGRIA,65,13.4,0.6,1.5
1202,16075,NARANJA CAJERA,49,11.89,0.3,01.04
1203,16076,NARANJA CHINA,71,15.9,0.86,1.88
1204,16077,NARANJA PROMEDIO,47,11.75,0.12,0.94
1205,16078,NECTARINA,49.32,10.55,0.32,01.06
1206,16079,NISPERO,47,12.14,0.2,0.43
1207,16080,OTRA FRUTA (PROMEDIO),73.29,15.13,1.52,1.29
1208,16081,PAPAYA,42.58,9.81,0.1,0.61
1209,16082,PASAS GOLDEN,301,80.02,0.2,3.28
1210,16083,"PERA CRIOLLA, DURA",67,16.1,0.09,0.36
1211,16084,PERA MANTEQUILLA,63,15.01,0.16,0.39
1212,16085,"PERAS EN ALMIBAR, INDUSTRIALIZADAS",60.27,12.87,0,0.2
1213,16086,PERON,65.2,15,0.4,0.4
1214,16087,PERSIMON,70,18.59,0.19,0.58
1215,16088,PIÑA,50,13.12,0.12,0.54
1216,16089,"PIÑA EN ALMIBAR, INDUSTRIALIZADA",75.13,18.5,0.07,0.19
1217,16090,PITAHAYA,53,10.4,0.6,1.6
1218,16091,PLATANO (PROMEDIO),89,22.84,0.33,01.09
1219,16092,PLATANO DOMINICO,89,22.84,0.33,01.09
1220,16093,PLATANO MACHO,122,31.89,0.37,1.3
1221,16094,PLATANO MANZANO,89,22.84,0.33,01.09
1222,16095,PLATANO MORADO,92.6,20.8,0.2,1.9
1223,16096,PLATANO TABASCO,89,22.84,0.33,01.09
1224,16097,POMAROSA,69.8,16.4,0.2,0.6
1225,16098,POMELO,38,9.62,0.04,0.76
1226,16099,"PURE DE MANZANA,  INDUSTRIALIZADO",84.27,21.04,0.35,0.11
1227,16100,SANDIA (OVALADA),30,7.55,0.15,0.61
1228,16101,"SANDIA CRIOLLA (REDONDA, RAYADA)",30,7.55,0.15,0.61
1229,16102,SARAMUYO,76.3,16.3,0.3,2.1
1230,16103,TAMARINDO,239,62.5,0.6,2.8
1231,16104,TEJOCOTE,97,22,0.6,0.8
1232,16105,TORONJA,32,08.08,0.1,0.63
1233,16106,TUNA CARDONA,34.8,8.1,0,0.6
1234,16107,TUNA CON SEMILLA (PROMEDIO),41,9.57,0.51,0.73
1235,16108,UVA (TODOS TIPOS),69,18.1,0.16,0.72
1236,16109,UVA BLANCA,67,17.15,0.35,0.63
1237,16110,UVA NEGRA,57,13.93,0.47,0.81
1238,16111,XOCOYOL,28.1,6.6,0.1,0.2
1239,16112,ZAPOTE AMARILLO,89.3,20,0.5,1.2
1240,16113,ZAPOTE BLANCO,77.02,15.98,0.7,1.7
1241,16114,ZAPOTE BORRACHO,157.2,36.2,0.8,1.3
1242,16115,ZAPOTE NEGRO,62.1,14.5,0.1,0.8
1243,16116,ZARZAMORA,43,9.61,0.49,1.39
1244,17000,ACELGA,19,3.74,0.2,1.8
1245,17001,ACELGA COCIDA,20,4.13,0.08,1.88
1246,17002,AGUACATE (PROMEDIO),160,8.53,14.66,2
1247,17003,AGUACATE DE PELLEJO,135,3.7,12.7,1.4
1248,17004,"AGUACATE HASS (CALIFORNIA, NEGRO)",167,8.64,15.41,1.96
1249,17005,AGUACATE VERDE O FLORIDA,120,7.82,10.06,2.23
1250,17006,AJO,149,33.06,0.5,6.36
1251,17007,ALCACHOFA,47,10.51,0.15,3.27
1252,17008,ALFALFA,23,2.1,0.69,3.99
1253,17009,ALGA NORI,298,52.39,04.01,31.84
1254,17010,APIO,16,2.97,0.17,0.69
1255,17011,BERENJENA,25,5.88,0.18,0.98
1256,17012,BERRO,37,2.34,1.38,3.78
1257,17013,BETABEL,43,9.56,0.17,1.61
1258,17014,BETABEL COCIDO,44,9.96,0.18,1.68
1259,17015,BLEDOS,23,04.02,0.33,2.46
1260,17016,BROCOLI,34,6.64,0.37,2.82
